item_pack_name_0	ลดราคาบูสเตอร์: แพ็กอาหารแมว!
nyanko_club_expiration_date_txt2	บัตรผ่านทองของคุณกำลังจะ<br>หมดอายุเร็วๆ นี้!<br>ต่ออายุบัตรผ่านทองได้ที่สมาคมนายทหาร!
nyanko_club_error_time_manipulation_txt1	ตรวจพบปัญหาเวลาที่อุปกรณ์ ※อาจใช้เวลาถึง 48 ชั่วโมงหลังจากครั้งสุดท้ายที่มีการเปลี่ยนแปลงเพื่อแก้ปัญหา
nyanko_club_error_already_gold_txt1	คุณมีบัตรผ่านทองที่ใช้การได้อยู่แล้ว!
nyanko_club_error_gold_400_txt1	-มีข้อผิดพลาดเกิดขึ้น-
nyanko_club_error_gold_500_txt1	มีข้อผิดพลาดเกิดขึ้น
nyanko_club_error_out_of_term_txt1	ไม่สามารถซื้อไอเทมนี้ได้ในตอนนี้
nyanko_club_error_gold_none_user_data_txt1	มีข้อผิดพลาดเกิดขึ้น...
nyanko_club_error_normal_none_user_ID_txt1	--มีข้อผิดพลาดเกิดขึ้น--
nyanko_club_error_normal_400_txt1	*มีข้อผิดพลาดเกิดขึ้น*
nyanko_club_error_normal_500_txt1	มีข้อผิดพลาดเกิดขึ้น
nyanko_club_error_other_txt1	ข้อผิดพลาดการเชื่อมต่อ
nyanko_club_char_change_txt1	แตะเพื่อเปลี่ยนไอคอน
potential_exchange_np	สิ่งนี้จะถูกแลกเป็น NP<br>คุณแน่ใจหรือไม่? (%d → <color=255,255,0>%d</color>)
potential_exchange_np_set	%d จะถูกแลกเป็น NP<br>คุณแน่ใจหรือไม่?<br>(%d → <color=255,255,0>%d</color>)
potential_exchange_all_item	ทุกอย่างจะถูกแลกเปลี่ยน<br>คุณต้องการ NP หรือ XP?
potential_exchange_all_item_np	ทุกยูนิตในตู้เย็นจะถูกแลกเป็น NP<br>คุณแน่ใจหรือไม่? (%d → <color=255,255,0>%d</color>)
potential_exchange_gatya_result	แลกเป็น NP หรือ XP?
potential_skill_acquisition	ใช้ NP เพื่อปลดล็อก<br>พรสวรรค์หรือไม่?
potential_skill_levelup	ใช้ NP เพื่อปลดล็อก<br>พรสวรรค์หรือไม่?
potential_skill_warning00	NP ไม่พอ!
potential_skill_lvmax	อัปเกรดถึงเลเวลสูงสุดแล้ว!<br>คุณได้เลเวลสูงสุด<br>ที่เป็นไปได้ในเวอร์ชันนี้แล้ว
potential_exchange_error	ไม่มียูนิตหรือไอเทม<br>ที่แลกเป็น NP ได้อีก
potential_skill_get	พรสวรรค์นี้ปลดล็อกทั้งหมดแล้ว
potential_acquisition_result	<flash>คุณได้ปลดล็อก %@!<flash>
potential_levelup_result	<flash>%@ อัปเกรดเป็นเลเวล %d!<flash>
potential_skill_name01	ลดโจมตี
potential_skill_name02	หยุดการเคลื่อนไหว
potential_skill_name03	ชะลอ
potential_skill_name04	โจมตีเฉพาะ
potential_skill_name05	แข็งแกร่ง
potential_skill_name06	อึด
potential_skill_name07	ดาเมจมหาศาล
potential_skill_name08	กระแทกกลับ
potential_skill_name09	วาร์ป
potential_skill_name10	เสริมแกร่ง
potential_skill_name11	รอดชีวิต
potential_skill_name12	จอมทำลายฐาน
potential_skill_name13	คริติคอล
potential_skill_name14	นักฆ่าซอมบี้
potential_skill_name15	นักทะลวงบาเรีย
potential_skill_name16	เงินเพิ่มขึ้น
potential_skill_name17	คลื่นโจมตี
potential_skill_name18	ทนต่ออ่อนแอ
potential_skill_name19	ทนต่อการหยุดการเคลื่อนไหว
potential_skill_name20	ทนต่อชะลอ
potential_skill_name21	ทนต่อกระแทกกลับ
potential_skill_name22	ทนต่อคลื่นโจมตี
potential_skill_name23	ภูมิต้านทานต่อคลื่นโจมตี
potential_skill_name24	ตัวบล็อกวาร์ป
potential_skill_name25	ราคาลดลง
potential_skill_name26	เร่งความเร็วฟื้นฟู
potential_skill_name27	เร่งความเร็วเคลื่อนที่
potential_skill_name28	การกระแทกกลับที่ดีขึ้น
potential_skill_name29	ภูมิต้านทานต่อคำสาป
potential_skill_name30	ทนต่อคำสาป
potential_skill_name31	บัฟโจมตี
potential_skill_name32	บัฟป้องกัน
potential_skill_name33	เป้าหมายสีแดง
potential_skill_name34	เป้าหมายลอย
potential_skill_name35	เป้าหมายสีดำ
potential_skill_name36	เป้าหมายโลหะ
potential_skill_name37	เป้าหมายเทพ
potential_skill_name38	เป้าหมายเอเลี่ยน
potential_skill_name39	เป้าหมายซอมบี้
potential_skill_name40	เป้าหมายซากวัตถุ
potential_skill_name41	เป้าหมายไร้คุณสมบัติ
potential_skill_name44	มีภูมิต้านอ่อนแอ
potential_skill_name45	มีภูมิต้านการหยุดการเคลื่อนไหว
potential_skill_name46	มีภูมิต้านชะลอ
potential_skill_name47	มีภูมิต้านกระแทกกลับ
potential_skill_name48	มีภูมิต้านคลื่นโจมตี
potential_skill_name49	ตัวบล็อกวาร์ป
potential_skill_name50	ฟาดฟันป่าเถื่อน
potential_skill_name51	หลบหลีกการโจมตี
potential_skill_name52	ทนต่อพิษ
potential_skill_name53	มีภูมิต้านพิษ
potential_skill_name54	ทนต่อโจมตีโหมกระหน่ำ
potential_skill_name55	มีภูมิต้านโจมตีโหมกระหน่ำ
potential_skill_name56	โจมตีโหมกระหน่ำ
return_stageselect_error00	อีเวนต์นี้สิ้นสุดลงแล้ว...<br>กำลังกลับไปฐานทัพแมว...
return_stageselect_error01	ไม่สามารถท้าทายอีเวนต์นี้ได้อีกแล้ว...<br>กำลังกลับไปฐานทัพแมว...
return_stageselect_error02	รางวัลกำลังรอคุณอยู่!<br>กำลังกลับไปฐานทัพแมว!
h13_inquiry_button	ส่งรายงาน
h13_inquiry_error	ไม่สามารถเข้าใช้เครือข่าย\n โปรดตรวจสอบการเชื่อมต่อของคุณ\nและลองอีกครั้ง
filter_option_description0	<color=0,0,0>กำหนดรายการโปรดได้ที่เมนูคู่มือแมว<br>เพื่อดูแมวตัวโปรดได้อย่างรวดเร็ว!<br>คุณต้องกำหนดแมวตัวโปรดอย่างน้อยหนึ่งตัวเพื่อเลือกใช้ตัวกรองนี้</color>
filter_option_description1	<color=0,0,0>แสดงเฉพาะแมวที่ตรงกับข้อจำกัดด่าน</color>
sort_tutorial_txt1	<flash>ปลดล็อคตัวกรองและการจัดประเภทแล้ว!</flash><br>ใช้ตัวกรอง กด<br>ปุ่มด้านขวาจากตรงกลาง ใช้การจัดประเภท กด<br>ปุ่มด้านซ้ายจากตรงกลาง"
item_pack_purchased_chara	%@ยูนิต: <color=255,255,0>%@</color><br>
enemy_list_title	ศัตรูปรากฏตัว
enemy_name_question	???
calendar_title	อีเวนต์ที่คุณปักไว้ได้เริ่มขึ้นแล้ว
calendar_error	มีข้อผิดพลาดการสื่อสารเซิร์ฟเวอร์หรือเวลาอุปกรณ์<br>เกิดขึ้น โปรดตรวจสอบ<br>การเชื่อมต่อเครือข่ายหรือการตั้งค่านาฬิกา
legendquest_tutorial1	ยินดีต้อนรับสู่การพิชิตชัยตำนาน!<br>ท้าทายด่านพิเศษ<br>ด้วยแมวที่สุ่มเลือกมา!
legendquest_tutorial2	ต้องใช้มงกุฎเพื่อท้าทายด่านนี้!<br>รับมงกุฎจากการเคลียร์ด่านเลเวล 1-4<br>ในแผนที่ตำนาน
legendquest_tutorial3	โปรดทราบว่าจะไม่ได้รับมงกุฎ พลังงาน และ<br>ไอเทมคืนมาหลังจาก<br>หลบหนีไปจากการต่อสู้พิชิตชัยตำนาน!
